task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
220	6e/04cd75	1303556	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K68MK)	COMPLETED	0	2025-06-11 17:02:09.292	1s	19ms	160.2%	2.9 MB	3.9 MB	130.6 KB	905 B
215	1d/3e7246	1303149	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K66MK)	COMPLETED	0	2025-06-11 17:02:08.285	3.7s	2s	335.9%	386.4 MB	28.4 GB	800.1 MB	567.3 MB
216	a0/dcfb04	1301702	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K66MK)	COMPLETED	0	2025-06-11 17:02:02.453	10.1s	9s	213.2%	1.3 GB	6.8 GB	237.8 MB	6.5 MB
224	2f/d6a077	1305473	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K69MK)	COMPLETED	0	2025-06-11 17:02:14.584	934ms	17ms	138.6%	2.9 MB	3.9 MB	130.6 KB	905 B
218	65/7a46f7	1304918	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K67MK)	COMPLETED	0	2025-06-11 17:02:12.576	3.8s	3s	319.3%	388.6 MB	28.4 GB	788.1 MB	563.7 MB
219	a4/c09743	1304574	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K67MK)	COMPLETED	0	2025-06-11 17:02:11.986	9.2s	7s	218.5%	1.3 GB	6.5 GB	229.5 MB	6.5 MB
228	fe/5cbb24	1307076	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K6MK)	COMPLETED	0	2025-06-11 17:02:20.429	1s	17ms	108.9%	2.9 MB	3.9 MB	130.6 KB	905 B
222	f5/f4301c	1307508	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K68MK)	COMPLETED	0	2025-06-11 17:02:21.206	3.5s	2s	303.4%	390.7 MB	28.4 GB	688.3 MB	492 MB
221	59/bbbbc5	1306318	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K68MK)	COMPLETED	0	2025-06-11 17:02:16.421	9.2s	8s	215.2%	1.3 GB	6.6 GB	201.4 MB	6.6 MB
223	64/f250d3	1308640	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K66MK)	COMPLETED	0	2025-06-11 17:02:24.678	1.9s	1s	95.9%	12.1 MB	19.9 MB	8 MB	22.3 KB
232	40/42a7bb	1309029	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K70MK)	COMPLETED	0	2025-06-11 17:02:25.645	985ms	19ms	96.4%	3 MB	3.9 MB	130.6 KB	904 B
226	48/b7ccdb	1309932	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K69MK)	COMPLETED	0	2025-06-11 17:02:26.611	3.9s	3s	322.9%	396 MB	28.4 GB	864.3 MB	614.5 MB
235	16/cc00f1	1311180	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K71MK)	COMPLETED	0	2025-06-11 17:02:30.545	1.7s	16ms	105.3%	2.9 MB	3.9 MB	130.6 KB	905 B
227	da/180693	1311178	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K67MK)	COMPLETED	0	2025-06-11 17:02:30.539	2.5s	0ms	95.6%	12.2 MB	19.9 MB	8.1 MB	55.3 KB
225	1a/7750da	1309027	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K69MK)	COMPLETED	0	2025-06-11 17:02:25.639	10.2s	8s	223.7%	1.2 GB	6.6 GB	254.9 MB	6.5 MB
230	3b/78c5bf	1312292	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K6MK)	COMPLETED	0	2025-06-11 17:02:33.084	4.5s	3s	334.0%	408.4 MB	28.4 GB	878.5 MB	628.8 MB
231	4a/1b27b2	1313665	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K68MK)	COMPLETED	0	2025-06-11 17:02:37.580	2.3s	1s	94.4%	12.3 MB	19.9 MB	8 MB	15.6 KB
229	0a/947ac5	1313117	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K6MK)	COMPLETED	0	2025-06-11 17:02:35.883	10.6s	9s	214.1%	1.2 GB	6.5 GB	254.8 MB	6.4 MB
233	eb/adced8	1315410	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K70MK)	COMPLETED	0	2025-06-11 17:02:46.484	4.4s	3s	340.5%	391.5 MB	28.4 GB	922.3 MB	658.6 MB
234	dd/c33a9e	1314350	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K70MK)	COMPLETED	0	2025-06-11 17:02:39.912	11.7s	9s	205.8%	1.4 GB	6.7 GB	268.8 MB	6.5 MB
236	b1/0b12f8	1316545	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K69MK)	COMPLETED	0	2025-06-11 17:02:50.922	2.2s	0ms	93.2%	12.1 MB	19.7 MB	8 MB	22.4 KB
238	e8/2a2e49	1316887	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K71MK)	COMPLETED	0	2025-06-11 17:02:51.666	4.3s	2s	318.7%	375.1 MB	28.4 GB	773.3 MB	558.5 MB
239	03/4ae99b	1318269	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K6MK)	COMPLETED	0	2025-06-11 17:02:55.959	2.1s	0ms	94.2%	12.2 MB	19.9 MB	8.1 MB	56 KB
240	c0/7392ce	1318832	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K70MK)	COMPLETED	0	2025-06-11 17:02:58.087	2.5s	1s	93.1%	12.2 MB	19.9 MB	8.1 MB	49.6 KB
237	43/372008	1317351	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K71MK)	COMPLETED	0	2025-06-11 17:02:53.130	9.5s	8s	221.8%	1.3 GB	6.7 GB	219.9 MB	6.5 MB
241	ba/0e62ca	1319457	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K71MK)	COMPLETED	0	2025-06-11 17:03:00.609	2.6s	1s	94.0%	12.3 MB	19.9 MB	8 MB	17.8 KB
242	34/655edc	1320014	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K72MK)	COMPLETED	0	2025-06-11 17:03:27.429	1.7s	20ms	116.0%	2.9 MB	3.9 MB	130.6 KB	905 B
244	14/0412ea	1320480	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K72MK)	COMPLETED	0	2025-06-11 17:03:29.120	3.2s	2s	246.7%	299.4 MB	21.3 GB	373.9 MB	261.8 MB
245	3b/ee11d3	1321633	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K72MK)	COMPLETED	0	2025-06-11 17:03:32.347	2.5s	1s	93.8%	12.3 MB	19.9 MB	8 MB	22.5 KB
243	cc/067a4a	1320479	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K72MK)	COMPLETED	0	2025-06-11 17:03:29.115	7.9s	5s	220.3%	1.3 GB	6.5 GB	117.1 MB	6.5 MB
246	1b/22f078	1330434	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K73MK)	COMPLETED	0	2025-06-11 17:04:36.612	1.5s	21ms	115.4%	2.9 MB	3.9 MB	130.6 KB	905 B
247	51/240f47	1330901	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K73MK)	COMPLETED	0	2025-06-11 17:04:38.148	3.2s	2s	263.5%	410.5 MB	28.5 GB	411.8 MB	288.4 MB
249	3b/31b15d	1332112	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K73MK)	COMPLETED	0	2025-06-11 17:04:41.388	2.7s	0ms	93.5%	12.3 MB	19.9 MB	8.1 MB	41.4 KB
248	78/ae1390	1330900	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K73MK)	COMPLETED	0	2025-06-11 17:04:38.143	7.8s	5s	225.1%	949.6 MB	6.6 GB	128.5 MB	6.6 MB
250	be/cc84f6	1332913	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K74MK)	COMPLETED	0	2025-06-11 17:05:49.121	993ms	20ms	124.7%	3.1 MB	3.9 MB	130.6 KB	905 B
252	db/6b3068	1333460	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K74MK)	COMPLETED	0	2025-06-11 17:05:50.140	2.9s	1s	273.2%	403.1 MB	28.4 GB	426.1 MB	298.9 MB
253	2b/7dc1f1	1334567	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K75MK)	COMPLETED	0	2025-06-11 17:05:52.398	1.3s	18ms	144.6%	2.8 MB	3.9 MB	130.6 KB	905 B
254	f5/502bc7	1334949	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K74MK)	COMPLETED	0	2025-06-11 17:05:53.051	2.1s	1s	94.9%	12.3 MB	19.9 MB	8 MB	13.5 KB
251	9c/b373fa	1333459	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K74MK)	COMPLETED	0	2025-06-11 17:05:50.135	7.3s	6s	240.0%	996.3 MB	6.6 GB	132.3 MB	6.6 MB
255	b8/e49f7c	1336310	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K75MK)	COMPLETED	0	2025-06-11 17:05:57.458	3.6s	2s	287.2%	386.4 MB	28.4 GB	538.5 MB	382.9 MB
257	5d/a59d0a	1337245	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K75MK)	COMPLETED	0	2025-06-11 17:06:01.135	2.3s	1s	94.8%	12.3 MB	19.9 MB	8 MB	22.7 KB
256	59/4b8695	1335688	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K75MK)	COMPLETED	0	2025-06-11 17:05:55.200	8.8s	6s	209.0%	1.2 GB	6.5 GB	160.7 MB	6.5 MB
258	d0/9c56ed	1338072	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K77MK)	COMPLETED	0	2025-06-11 17:06:59.136	1.6s	21ms	117.2%	2.8 MB	3.9 MB	130.6 KB	905 B
260	4f/fa71a2	1338567	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K77MK)	COMPLETED	0	2025-06-11 17:07:00.729	3.4s	1s	277.9%	395.3 MB	28.4 GB	424.2 MB	302.6 MB
261	1f/e67858	1339777	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K77MK)	COMPLETED	0	2025-06-11 17:07:04.151	2.4s	1s	93.7%	12.3 MB	19.9 MB	8 MB	18 KB
259	9f/a02366	1338568	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K77MK)	COMPLETED	0	2025-06-11 17:07:00.734	7.6s	5s	232.6%	976.5 MB	6.5 GB	126.7 MB	6.5 MB
262	87/e144ce	1340590	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K7MK)	COMPLETED	0	2025-06-11 17:08:13.735	1.4s	18ms	134.2%	2.9 MB	3.9 MB	130.6 KB	905 B
263	65/0666c8	1341060	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K7MK)	COMPLETED	0	2025-06-11 17:08:15.182	3.3s	2s	276.8%	389.4 MB	28.4 GB	445.9 MB	317.6 MB
265	3d/5d0cfd	1342273	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K7MK)	COMPLETED	0	2025-06-11 17:08:18.552	2.3s	1s	93.6%	12.2 MB	19.9 MB	8 MB	18 KB
264	75/a5ddeb	1341059	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K7MK)	COMPLETED	0	2025-06-11 17:08:15.177	7.7s	5s	223.6%	804.2 MB	6.4 GB	133.3 MB	6.4 MB
266	ad/d80f75	1343083	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K8MK)	COMPLETED	0	2025-06-11 17:08:49.852	1.4s	17ms	98.2%	2.9 MB	3.9 MB	130.6 KB	904 B
267	3a/aadf97	1343553	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K8MK)	COMPLETED	0	2025-06-11 17:08:51.247	3.1s	2s	235.7%	41.8 MB	3.6 GB	298.2 MB	209.3 MB
269	a1/645d47	1344704	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K8MK)	COMPLETED	0	2025-06-11 17:08:54.325	2s	1s	95.2%	12.2 MB	19.9 MB	8 MB	24.9 KB
268	2c/1556f7	1343554	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K8MK)	COMPLETED	0	2025-06-11 17:08:51.251	6.7s	4s	241.3%	682.3 MB	6.5 GB	93.9 MB	6.5 MB
270	e3/e0bc79	1345510	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K9MK)	COMPLETED	0	2025-06-11 17:09:20.145	1s	19ms	116.5%	2.9 MB	3.9 MB	130.6 KB	905 B
271	e5/737e19	1346050	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K9MK)	COMPLETED	0	2025-06-11 17:09:21.202	2.6s	1s	233.1%	41.8 MB	3.6 GB	276.2 MB	193.9 MB
274	3b/86ecf9	1347057	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (M11MK)	COMPLETED	0	2025-06-11 17:09:23.906	1.2s	17ms	66.8%	3 MB	3.9 MB	130.6 KB	904 B
273	7a/9a3e3d	1347015	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K9MK)	COMPLETED	0	2025-06-11 17:09:23.879	2.2s	0ms	94.1%	12.3 MB	19.9 MB	8.1 MB	39.4 KB
272	de/d7cabd	1346051	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K9MK)	COMPLETED	0	2025-06-11 17:09:21.206	6.3s	5s	232.0%	728.5 MB	6.5 GB	87.4 MB	6.5 MB
275	84/e6c17d	1348628	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (M11MK)	COMPLETED	0	2025-06-11 17:09:27.463	3.7s	2s	333.7%	396.3 MB	28.4 GB	641.4 MB	472.1 MB
277	5d/f6420b	1349623	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (M11MK)	COMPLETED	0	2025-06-11 17:09:31.185	2.3s	1s	93.6%	12.2 MB	19.9 MB	8 MB	31 KB
276	02/1bfffe	1348156	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (M11MK)	COMPLETED	0	2025-06-11 17:09:26.044	9.7s	7s	206.5%	1.4 GB	6.7 GB	174.2 MB	6.3 MB
278	df/7cf6f8	1350354	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (M12MK)	COMPLETED	0	2025-06-11 17:10:05.301	1.4s	19ms	128.3%	2.9 MB	3.9 MB	130.6 KB	905 B
280	f7/d2dd91	1350795	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (M12MK)	COMPLETED	0	2025-06-11 17:10:06.685	2.9s	2s	262.9%	97.7 MB	7.2 GB	360.3 MB	265.4 MB
281	7d/359b61	1351924	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (M12MK)	COMPLETED	0	2025-06-11 17:10:09.580	2.2s	1s	93.5%	12.2 MB	19.9 MB	8 MB	19.3 KB
279	a2/205ddf	1350794	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (M12MK)	COMPLETED	0	2025-06-11 17:10:06.681	6.7s	5s	252.7%	781.9 MB	6.3 GB	99.9 MB	6.4 MB
282	5a/f18ba1	1352728	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (M12MP)	COMPLETED	0	2025-06-11 17:10:19.435	1.1s	21ms	118.7%	2.9 MB	3.9 MB	130.6 KB	905 B
284	0a/b413d2	1353172	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (M12MP)	COMPLETED	0	2025-06-11 17:10:20.584	2.6s	1s	192.1%	18.3 MB	25.8 MB	194.9 MB	136.8 MB
285	7b/735937	1354174	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (M12MP)	COMPLETED	0	2025-06-11 17:10:23.158	2.1s	1s	98.3%	12.1 MB	19.9 MB	8 MB	10.1 KB
286	c6/4008d8	1354802	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (M13MK)	COMPLETED	0	2025-06-11 17:10:25.842	1.2s	21ms	90.1%	3 MB	3.9 MB	130.6 KB	904 B
283	6f/07c508	1353171	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (M12MP)	COMPLETED	0	2025-06-11 17:10:20.580	6.4s	4s	231.7%	709.2 MB	6.5 GB	62.8 MB	5.8 MB
287	bc/0941e9	1355416	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (M13MK)	COMPLETED	0	2025-06-11 17:10:27.040	2.3s	1s	179.3%	12.4 MB	19.9 MB	133.5 MB	92.6 MB
289	43/13f58d	1356394	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (M13MK)	COMPLETED	0	2025-06-11 17:10:29.406	2.2s	1s	94.0%	12.2 MB	19.9 MB	8 MB	21.2 KB
288	87/4cf87c	1355415	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (M13MK)	COMPLETED	0	2025-06-11 17:10:27.035	5.3s	4s	237.2%	474.7 MB	6.5 GB	45.9 MB	6.3 MB
290	70/5b75e0	1357061	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (M13MP)	COMPLETED	0	2025-06-11 17:10:33.269	1.2s	19ms	90.7%	2.9 MB	3.9 MB	130.6 KB	904 B
291	0a/447f0a	1357522	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (M13MP)	COMPLETED	0	2025-06-11 17:10:34.533	2.5s	1s	178.7%	24.7 MB	33 MB	139.9 MB	96.5 MB
293	1e/b9050f	1358465	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (M13MP)	COMPLETED	0	2025-06-11 17:10:37.100	2.2s	1s	94.8%	12.3 MB	19.9 MB	8 MB	16.5 KB
292	f7/191b96	1357521	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (M13MP)	COMPLETED	0	2025-06-11 17:10:34.528	5.5s	3s	270.1%	411.7 MB	6.5 GB	48.3 MB	6.2 MB
294	d4/ed5cd2	1359134	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (M14MK)	COMPLETED	0	2025-06-11 17:10:41.907	1.1s	19ms	126.0%	2.9 MB	3.9 MB	130.6 KB	905 B
296	73/bcf53e	1359573	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (M14MK)	COMPLETED	0	2025-06-11 17:10:43.041	2.3s	1s	197.3%	24.9 MB	33 MB	155.6 MB	109.2 MB
298	19/52ff5d	1360921	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (M14MP)	COMPLETED	0	2025-06-11 17:10:46.279	964ms	19ms	129.8%	2.9 MB	3.9 MB	130.6 KB	905 B
297	5a/10a2dc	1360549	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (M14MK)	COMPLETED	0	2025-06-11 17:10:45.369	2s	1s	95.1%	12.1 MB	19.9 MB	8 MB	10.1 KB
295	dd/ff5574	1359574	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (M14MK)	COMPLETED	0	2025-06-11 17:10:43.045	5.4s	4s	251.7%	527.3 MB	6.4 GB	51.5 MB	6.5 MB
299	bb/2c654e	1361566	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (M14MP)	COMPLETED	0	2025-06-11 17:10:47.380	2.3s	1s	167.8%	12.5 MB	19.9 MB	107.6 MB	73.1 MB
301	09/096cc6	1362496	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (M14MP)	COMPLETED	0	2025-06-11 17:10:49.658	2s	1s	95.0%	12.3 MB	19.9 MB	8 MB	10.1 KB
302	c2/5ce5cc	1363180	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (M16MK)	COMPLETED	0	2025-06-11 17:10:51.595	1.1s	19ms	98.5%	3.1 MB	3.9 MB	130.6 KB	904 B
300	17/1d4a9e	1362074	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (M14MP)	COMPLETED	0	2025-06-11 17:10:48.434	5.2s	3s	246.6%	503.9 MB	6.5 GB	39.4 MB	6.3 MB
305	03/bdd58e	1364813	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (M16MP)	COMPLETED	0	2025-06-11 17:10:55.109	1s	18ms	97.7%	2.8 MB	3.9 MB	130.6 KB	904 B
304	c1/7f301b	1363676	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (M16MK)	COMPLETED	0	2025-06-11 17:10:52.719	4s	3s	356.5%	394.4 MB	28.4 GB	917 MB	680.9 MB
309	a9/708db9	1366499	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (M19MK)	COMPLETED	0	2025-06-11 17:11:00.708	1s	16ms	107.0%	3 MB	3.9 MB	130.6 KB	905 B
306	29/9f412e	1365796	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (M16MP)	COMPLETED	0	2025-06-11 17:10:56.701	5.2s	3s	231.9%	502.7 MB	6.5 GB	36.4 MB	6.4 MB
303	41/86e732	1364190	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (M16MK)	COMPLETED	0	2025-06-11 17:10:53.654	10.5s	8s	213.8%	1.4 GB	6.5 GB	241.1 MB	6.4 MB
307	1f/ce306d	1367248	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (M16MP)	COMPLETED	0	2025-06-11 17:11:01.904	2.3s	1s	168.0%	12.3 MB	19.9 MB	102 MB	70.7 MB
308	f4/62376a	1367821	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (M16MK)	COMPLETED	0	2025-06-11 17:11:04.131	1.9s	0ms	95.2%	12.3 MB	19.9 MB	8.1 MB	39 KB
313	ef/daa06a	1368714	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (M19MP)	COMPLETED	0	2025-06-11 17:11:06.063	985ms	18ms	95.9%	2.8 MB	3.9 MB	130.6 KB	904 B
311	bd/7dd889	1367842	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (M19MK)	COMPLETED	0	2025-06-11 17:11:04.172	4s	3s	339.4%	402 MB	28.4 GB	887.7 MB	627.5 MB
312	c2/8d95b8	1370114	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (M16MP)	COMPLETED	0	2025-06-11 17:11:08.190	2s	0ms	95.7%	12.4 MB	19.9 MB	8 MB	19.2 KB
317	66/20b750	1370686	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (M1MK)	COMPLETED	0	2025-06-11 17:11:10.155	980ms	17ms	99.5%	2.9 MB	3.9 MB	130.6 KB	904 B
315	9c/800793	1370685	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (M19MP)	COMPLETED	0	2025-06-11 17:11:10.150	3.8s	2s	309.8%	408.6 MB	28.4 GB	765.3 MB	536 MB
310	d1/0e9ffc	1368713	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (M19MK)	COMPLETED	0	2025-06-11 17:11:06.059	10.3s	9s	228.6%	1.3 GB	6.5 GB	265.3 MB	6.6 MB
316	6d/cd1c18	1372665	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (M19MK)	COMPLETED	0	2025-06-11 17:11:16.341	1.9s	1s	95.1%	12.3 MB	19.9 MB	8 MB	30.4 KB
321	4b/620859	1373582	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (M1MP)	COMPLETED	0	2025-06-11 17:11:19.300	979ms	19ms	94.3%	3 MB	3.9 MB	130.6 KB	904 B
314	09/ffbbdb	1372090	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (M19MP)	COMPLETED	0	2025-06-11 17:11:13.919	10.2s	8s	220.1%	1.4 GB	6.5 GB	234.3 MB	6.4 MB
324	99/1a74a8	1375200	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (M20MK)	COMPLETED	0	2025-06-11 17:11:26.173	934ms	16ms	74.7%	2.9 MB	3.9 MB	130.6 KB	904 B
319	2e/bbdca5	1374653	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (M1MK)	COMPLETED	0	2025-06-11 17:11:24.167	3.7s	2s	307.6%	408.5 MB	28.4 GB	747.6 MB	522.2 MB
318	84/877c4c	1373226	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (M1MK)	COMPLETED	0	2025-06-11 17:11:18.294	10.3s	9s	208.1%	1.3 GB	6.5 GB	230.5 MB	6.5 MB
320	40/3df031	1376099	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (M19MP)	COMPLETED	0	2025-06-11 17:11:27.873	2s	1s	94.5%	12.4 MB	19.9 MB	8 MB	31.4 KB
